Date,Open,High,Low,Close,Adj Close,Volume
2008-04-01,171.490005,176.990005,170.21000700000002,176.860001,152.83758500000002,14694100
2008-04-02,177.0,181.619995,176.100006,176.869995,152.846237,12058300
2008-04-03,174.78999299999998,179.149994,172.880005,176.529999,152.552353,10755800
2008-04-04,176.550003,179.330002,174.0,175.399994,151.575897,8496700
2008-04-07,178.559998,181.75,176.929993,178.729996,154.453568,10276200
2008-04-08,177.300003,181.5,176.759995,178.899994,154.600464,8629400
2008-04-09,178.25,178.899994,173.149994,174.139999,150.487,11425400
2008-04-10,173.899994,173.899994,168.869995,170.550003,147.384659,14744400
2008-04-11,168.0,171.869995,166.869995,167.300003,144.576111,11355300
2008-04-14,166.449997,167.550003,163.350006,163.58999599999999,141.36996499999998,9857900
2008-04-15,165.059998,165.949997,161.679993,164.199997,141.897156,9134700
2008-04-16,166.149994,169.169998,165.91000400000001,169.050003,146.088318,9340800
2008-04-17,167.740005,173.5,167.100006,172.100006,148.724075,8730300
2008-04-18,176.91000400000001,183.029999,176.91000400000001,179.929993,155.490509,16882100
2008-04-21,179.570007,181.75,178.28999299999998,180.399994,155.896698,7820700
2008-04-22,179.779999,181.369995,178.5,179.759995,155.343719,6127000
2008-04-23,180.83999599999999,183.199997,178.0,179.350006,154.989365,7435900
2008-04-24,180.33999599999999,189.389999,179.360001,188.78999299999998,163.147156,13182700
2008-04-25,190.259995,192.490005,188.369995,192.0,166.229309,12187400
2008-04-28,192.490005,192.5,189.889999,190.240005,164.705566,6252600
2008-04-29,190.25,192.679993,188.25,192.679993,166.81805400000002,7127200
2008-04-30,193.380005,194.929993,189.820007,191.369995,165.683853,10352600
2008-05-01,191.770004,199.190002,190.850006,199.050003,172.333069,9483200
2008-05-02,203.389999,203.389999,198.0,200.270004,173.389297,9437100
2008-05-05,198.610001,201.119995,196.149994,197.119995,170.66210900000002,6389900
2008-05-06,194.600006,199.25,193.110001,197.610001,171.086319,7508600
2008-05-07,197.600006,198.440002,189.53999299999998,189.759995,164.289978,7075600
2008-05-08,190.75,191.389999,185.259995,187.720001,162.523819,9867500
2008-05-09,186.020004,189.979996,185.690002,188.08999599999999,162.844101,6467800
2008-05-12,189.449997,192.699997,187.33999599999999,192.080002,166.298599,5655000
2008-05-13,191.179993,193.0,189.020004,190.330002,164.783478,5776700
2008-05-14,190.600006,192.490005,189.33999599999999,190.130005,164.610321,5031700
2008-05-15,189.779999,189.800003,185.320007,188.619995,163.302948,8015600
2008-05-16,189.550003,189.610001,186.0,187.139999,162.021637,6144400
2008-05-19,185.669998,189.320007,183.470001,184.399994,159.649384,7009200
2008-05-20,183.330002,184.899994,181.25,182.429993,157.943848,6889900
2008-05-21,182.550003,183.66000400000001,178.009995,178.600006,154.62796,9068500
2008-05-22,176.199997,179.919998,175.0,177.199997,153.415802,8684100
2008-05-23,176.009995,176.5,171.229996,172.639999,149.467896,8145500
2008-05-27,171.759995,174.699997,170.800003,173.919998,150.57605,8420000
2008-05-28,174.759995,175.929993,172.21000700000002,174.830002,151.363922,7238500
2008-05-29,174.490005,179.5,174.0,176.240005,152.584732,7755200
2008-05-30,177.800003,178.860001,175.850006,176.41000400000001,152.731842,5697400
2008-06-02,177.0,177.699997,170.809998,172.33999599999999,149.208084,9847400
2008-06-03,173.350006,173.66000400000001,167.600006,170.580002,147.68438700000002,13187400
2008-06-04,170.0,175.559998,169.550003,172.100006,149.00032,10777500
2008-06-05,173.21000700000002,177.440002,173.190002,176.600006,152.896378,9721900
2008-06-06,175.070007,175.070007,169.440002,169.440002,146.697388,10559000
2008-06-09,170.850006,172.679993,163.350006,165.759995,143.511337,12998400
2008-06-10,163.75,169.429993,163.21000700000002,167.21000700000002,144.766708,11014600
2008-06-11,167.0,167.25,161.21000700000002,162.399994,140.602295,16468500
2008-06-12,163.240005,169.690002,163.240005,166.75,144.368469,11767100
2008-06-13,169.470001,178.559998,169.399994,178.28999299999998,154.359543,14343000
2008-06-16,177.740005,184.75,176.610001,182.08999599999999,157.64941399999998,16376300
2008-06-17,185.03999299999998,185.889999,179.139999,179.440002,155.35519399999998,24422900
2008-06-18,176.66000400000001,185.350006,175.559998,182.770004,158.238205,16222400
2008-06-19,183.690002,186.979996,181.110001,186.929993,161.839828,10588800
2008-06-20,185.020004,186.699997,182.850006,183.770004,159.103943,11331400
2008-06-23,184.600006,184.600006,177.009995,178.58999599999999,154.619263,9840000
2008-06-24,177.619995,184.600006,177.33999599999999,181.979996,157.554245,12663400
2008-06-25,183.110001,187.009995,183.08999599999999,183.649994,159.0,10838800
2008-06-26,179.009995,180.5,175.199997,176.259995,152.60195900000002,13603700
2008-06-27,177.009995,178.279999,172.28999299999998,174.559998,151.130157,12670600
2008-06-30,175.559998,178.259995,173.28999299999998,174.899994,151.424545,9373300
2008-07-01,173.130005,177.059998,170.229996,175.330002,151.79681399999998,13940400
2008-07-02,176.770004,182.639999,175.190002,178.78999299999998,154.792389,16256600
2008-07-03,180.300003,182.360001,178.259995,178.889999,154.878967,6185400
2008-07-07,180.690002,181.91000400000001,167.389999,169.820007,147.026306,17013300
2008-07-08,171.369995,176.0,166.740005,174.899994,151.424545,16790500
2008-07-09,175.850006,177.470001,167.5,169.020004,146.333725,12909300
2008-07-10,167.509995,173.300003,166.25,170.16000400000001,147.320755,14106200
2008-07-11,166.350006,167.880005,158.5,162.479996,140.671539,24827400
2008-07-14,167.919998,168.0,158.570007,158.669998,137.37291000000002,15944800
2008-07-15,157.03999299999998,163.610001,152.25,157.800003,136.619751,25593100
2008-07-16,161.21000700000002,173.270004,159.149994,172.860001,149.658386,19366400
2008-07-17,175.619995,184.449997,174.850006,181.240005,156.913528,24819100
2008-07-18,183.080002,183.5,178.059998,182.83999599999999,158.298752,11722200
2008-07-21,184.16000400000001,184.649994,179.050003,180.779999,156.515289,8841300
2008-07-22,178.46000700000002,188.03999299999998,177.300003,188.03999299999998,162.800888,11268100
2008-07-23,187.979996,190.03999299999998,184.690002,187.869995,162.653641,9871900
2008-07-24,188.490005,188.490005,179.770004,180.259995,156.065094,8828100
2008-07-25,181.259995,182.0,176.169998,178.66000400000001,154.980728,7233900
2008-07-28,178.940002,182.279999,172.229996,172.899994,149.984146,9264500
2008-07-29,174.630005,181.880005,173.360001,181.630005,157.557129,11149700
2008-07-30,184.0,186.830002,180.96000700000002,186.169998,161.495377,9864200
2008-07-31,183.059998,186.070007,182.399994,184.03999299999998,159.64764399999999,6062900
2008-08-01,185.0,186.0,178.66000400000001,182.0,157.87811299999998,7495400
2008-08-04,179.66000400000001,180.58999599999999,176.199997,177.860001,154.286789,7551900
