Date,Open,High,Low,Close,Adj Close,Volume
2008-04-01,105.66999799999999,112.43,105.66999799999999,112.129997,95.449783,955800
2008-04-02,112.91999799999999,112.91999799999999,109.08000200000001,109.599998,93.29615,511300
2008-04-03,108.660004,109.400002,106.959999,108.349998,92.23209399999999,400500
2008-04-04,108.589996,109.209999,107.029999,108.139999,92.053337,292300
2008-04-07,108.980003,111.699997,107.099998,109.720001,93.3983,605700
2008-04-08,108.720001,109.379997,106.839996,107.870003,91.823479,794900
2008-04-09,108.199997,109.129997,105.779999,106.150002,90.359352,417300
2008-04-10,105.949997,106.82,104.370003,106.510002,90.66581,696500
2008-04-11,105.610001,107.120003,104.709999,105.790001,90.052933,439900
2008-04-14,104.839996,105.779999,103.190002,105.18,89.533653,436900
2008-04-15,106.5,109.089996,105.66999799999999,108.010002,91.942665,732600
2008-04-16,109.199997,111.529999,108.769997,110.860001,94.368698,456300
2008-04-17,110.650002,113.089996,109.610001,112.309998,95.60301199999999,908200
2008-04-18,113.989998,115.459999,113.709999,114.209999,97.22036700000001,486400
2008-04-21,113.550003,115.089996,111.290001,112.879997,96.08824200000001,365400
2008-04-22,112.449997,112.800003,109.279999,110.300003,93.891998,360300
2008-04-23,110.800003,110.980003,105.440002,106.08000200000001,90.299767,848200
2008-04-24,106.389999,107.139999,102.870003,106.300003,90.487053,419100
2008-04-25,108.0,108.029999,104.510002,107.019997,91.09994499999999,204300
2008-04-28,107.019997,112.120003,104.66999799999999,110.41999799999999,93.994148,761300
2008-04-29,109.900002,110.82,108.209999,109.160004,92.921577,385200
2008-04-30,109.610001,112.620003,109.379997,109.379997,93.108864,510700
2008-05-01,109.41999799999999,111.68,108.529999,111.32,94.760269,607600
2008-05-02,112.489998,113.870003,111.08000200000001,112.0,95.339111,713800
2008-05-05,111.970001,112.980003,110.389999,111.959999,95.30506899999999,566700
2008-05-06,109.41999799999999,114.449997,108.129997,112.0,95.339111,1726100
2008-05-07,108.0,112.75,108.0,108.099998,92.019257,677900
2008-05-08,108.730003,109.519997,108.0,108.940002,92.734329,323100
2008-05-09,108.099998,109.309998,107.720001,109.059998,92.83649399999999,205600
2008-05-12,109.089996,114.019997,108.66999799999999,114.0,97.041611,677900
2008-05-13,113.91999799999999,116.550003,112.540001,115.620003,98.420609,513800
2008-05-14,116.099998,117.800003,115.440002,116.25,98.956879,890400
2008-05-15,116.970001,121.190002,116.309998,119.059998,101.348869,1010200
2008-05-16,120.480003,121.940002,118.57,119.970001,102.12352,589700
2008-05-19,120.940002,125.190002,119.75,121.910004,103.77494,863200
2008-05-20,121.230003,122.190002,119.25,122.089996,103.928154,419600
2008-05-21,122.980003,123.480003,120.129997,120.349998,102.447006,473000
2008-05-22,120.309998,120.550003,117.25,117.790001,100.267822,446900
2008-05-23,117.18,117.860001,114.879997,116.050003,98.78666700000001,539900
2008-05-27,116.58000200000001,118.260002,115.639999,118.150002,100.574242,394600
2008-05-28,118.239998,118.910004,115.959999,117.769997,100.250763,417200
2008-05-29,117.75,118.610001,116.32,117.389999,99.92733,639800
2008-05-30,117.040001,117.339996,115.25,116.690002,99.624222,598200
2008-06-02,116.25,118.410004,115.43,115.970001,99.00954399999999,699600
2008-06-03,116.43,118.099998,114.949997,116.5,99.462029,494100
2008-06-04,115.860001,117.510002,114.5,114.91999799999999,98.113098,430800
2008-06-05,114.730003,117.58000200000001,113.809998,115.33000200000001,98.46315,723800
2008-06-06,114.309998,115.540001,112.16999799999999,112.849998,96.345825,530400
2008-06-09,113.41999799999999,115.07,112.980003,113.610001,96.994713,523900
2008-06-10,112.449997,115.349998,111.870003,114.720001,97.942352,491900
2008-06-11,114.900002,115.400002,111.589996,112.050003,95.662834,548900
2008-06-12,113.029999,114.449997,111.040001,111.519997,95.210365,458800
2008-06-13,112.550003,113.860001,112.300003,113.440002,96.849533,226100
2008-06-16,112.870003,113.589996,111.33000200000001,113.449997,96.85809300000001,293900
2008-06-17,114.099998,114.18,109.769997,111.790001,95.440826,513500
2008-06-18,111.449997,112.150002,110.010002,111.290001,95.014,270300
2008-06-19,111.150002,111.550003,109.239998,109.660004,93.62236,288300
2008-06-20,108.809998,109.099998,105.540001,105.639999,90.190292,524300
2008-06-23,105.91999799999999,106.029999,103.5,103.910004,88.713326,412600
2008-06-24,103.599998,107.18,103.059998,105.489998,90.06221,263300
2008-06-25,105.639999,106.389999,104.66999799999999,105.010002,89.652451,506600
2008-06-26,103.230003,105.889999,103.230003,105.0,89.643883,572800
2008-06-27,105.0,106.949997,104.5,105.900002,90.412254,441900
2008-06-30,105.480003,106.269997,102.160004,103.589996,88.44010899999999,1010600
2008-07-01,102.269997,102.269997,97.0,98.760002,84.31648299999999,1358100
2008-07-02,98.099998,98.480003,94.599998,94.91999799999999,81.038071,1320900
2008-07-03,95.349998,97.57,94.889999,95.800003,81.78936800000001,509200
2008-07-07,97.970001,97.970001,91.620003,92.389999,78.878075,393500
2008-07-08,92.489998,94.0,90.370003,93.629997,79.936707,702600
2008-07-09,94.25,97.5,94.0,96.459999,82.352837,412600
2008-07-10,96.16999799999999,97.339996,92.389999,95.209999,81.285637,1091800
2008-07-11,94.650002,95.129997,90.379997,91.75,78.33165,513600
2008-07-14,92.230003,95.790001,91.970001,93.279999,79.63793199999999,790500
2008-07-15,92.620003,98.559998,90.050003,95.400002,81.447884,1081100
2008-07-16,96.08000200000001,102.040001,92.900002,100.779999,86.041061,521200
2008-07-17,102.720001,110.760002,98.040001,108.099998,92.290497,979000
2008-07-18,108.029999,110.639999,101.550003,102.540001,87.543678,788900
2008-07-21,102.290001,108.540001,100.129997,100.400002,85.71664399999999,482000
2008-07-22,99.949997,105.379997,99.730003,104.480003,89.199936,534900
2008-07-23,104.550003,108.08000200000001,103.239998,106.639999,91.044044,597700
2008-07-24,105.82,107.209999,103.029999,103.57,88.423027,436300
2008-07-25,104.010002,104.470001,99.160004,100.370003,85.691025,317900
2008-07-28,99.730003,100.449997,96.120003,96.540001,82.421143,221500
2008-07-29,97.5,104.849998,97.5,104.440002,89.165787,370600
2008-07-30,104.5,110.0,102.18,108.120003,92.307602,322800
2008-07-31,107.379997,115.800003,104.970001,104.970001,89.618263,545000
2008-08-01,107.66999799999999,107.66999799999999,100.029999,101.699997,86.82650799999999,519300
2008-08-04,101.910004,103.82,100.239998,101.809998,86.920425,452100
2008-08-05,103.099998,105.0,101.389999,104.959999,89.609726,713400
2008-08-06,100.75,110.059998,99.699997,108.849998,92.930832,1627800
2008-08-07,99.879997,105.779999,98.099998,103.110001,88.030273,1812500
2008-08-08,103.209999,107.220001,102.550003,104.849998,89.51580799999999,426400
2008-08-11,105.110001,109.489998,103.0,103.599998,88.448624,583500
2008-08-12,105.290001,105.589996,102.440002,103.940002,88.738899,338900
2008-08-13,103.739998,104.33000200000001,101.800003,103.730003,88.55963100000001,321500
2008-08-14,103.339996,107.68,102.709999,106.529999,90.95010400000001,394400
2008-08-15,108.190002,112.910004,106.769997,110.0,93.912643,582200
2008-08-18,111.0,112.629997,107.010002,107.400002,91.692894,633400
2008-08-19,106.989998,106.989998,101.160004,101.620003,86.75819399999999,842600
2008-08-20,102.870003,104.309998,101.5,102.269997,87.313156,540600
2008-08-21,102.540001,103.370003,100.949997,103.370003,88.252274,394600
2008-08-22,104.099998,110.550003,103.849998,109.599998,93.57114399999999,435800
2008-08-25,108.459999,109.58000200000001,106.099998,107.540001,91.812393,335200
2008-08-26,108.599998,108.800003,105.989998,108.239998,92.410049,455000
2008-08-27,107.599998,113.16999799999999,107.190002,112.970001,96.806038,426800
2008-08-28,113.459999,116.25,111.690002,116.16999799999999,99.54815699999999,433500
2008-08-29,118.040001,118.040001,112.900002,112.900002,96.746071,573300
2008-09-02,115.889999,116.900002,111.160004,112.889999,96.737465,430600
2008-09-03,113.08000200000001,118.230003,112.940002,116.510002,99.839516,407000
2008-09-04,115.0,116.33000200000001,110.730003,111.440002,95.494949,734700
2008-09-05,110.400002,115.779999,106.91999799999999,114.989998,98.537033,722700
2008-09-08,121.639999,122.019997,117.040001,120.41999799999999,103.19005600000001,1037300
2008-09-09,119.970001,120.650002,110.720001,111.550003,95.589203,1121900
2008-09-10,109.720001,113.220001,108.129997,110.470001,94.66373399999999,576400
2008-09-11,108.860001,112.269997,106.589996,112.269997,96.206177,413400
2008-09-12,111.309998,111.949997,109.440002,111.010002,95.12648,626500
2008-09-15,106.599998,110.529999,103.059998,103.360001,88.57106,722800
2008-09-16,101.0,108.769997,101.0,108.449997,92.932739,1066500
2008-09-17,105.309998,108.290001,100.160004,105.18,90.13063000000001,2195200
2008-09-18,109.25,116.989998,105.489998,115.91999799999999,99.333939,1648700
2008-09-19,119.010002,124.970001,115.510002,117.529999,100.713577,1334600
2008-09-22,117.879997,120.0,106.699997,107.139999,91.81019599999999,678500
2008-09-23,109.0,109.589996,105.019997,109.0,93.404053,664800
2008-09-24,109.449997,115.620003,107.449997,113.699997,97.431572,543500
2008-09-25,112.480003,117.550003,111.769997,116.599998,99.916634,482500
2008-09-26,114.550003,114.550003,111.5,113.900002,97.602959,244300
2008-09-29,111.779999,113.400002,103.33000200000001,106.260002,91.05611400000001,650800
2008-09-30,108.879997,111.980003,105.800003,111.980003,95.95768699999999,500200
2008-10-01,110.93,110.93,104.900002,105.879997,90.730476,623500
2008-10-02,105.08000200000001,105.910004,95.25,96.589996,82.769707,992700
2008-10-03,98.529999,98.940002,86.989998,87.099998,74.637573,1454000
2008-10-06,84.599998,85.0,75.410004,82.25,70.481491,2635800
2008-10-07,84.0,84.010002,77.620003,77.620003,66.51398499999999,1975400
2008-10-08,75.989998,82.050003,72.290001,79.5,68.124985,1934600
2008-10-09,80.440002,82.400002,72.510002,76.150002,65.254326,913400
2008-10-10,74.029999,86.449997,70.949997,80.940002,69.35894,1532600
2008-10-13,84.959999,87.160004,81.010002,86.68,74.27765699999999,220500
2008-10-14,91.0,91.0,84.33000200000001,85.129997,72.949432,554200
2008-10-15,85.360001,85.610001,76.0,76.83000200000001,65.836998,443200
2008-10-16,77.029999,79.779999,74.900002,79.5,68.124985,371100
2008-10-17,77.129997,82.739998,75.93,80.120003,68.656265,898700
2008-10-20,81.400002,85.0,80.18,84.629997,72.520966,648800
2008-10-21,83.279999,86.400002,80.900002,82.370003,70.584328,543900
2008-10-22,80.050003,80.739998,75.199997,79.82,68.3992,1176300
2008-10-23,79.449997,79.790001,72.709999,77.150002,66.111237,700600
2008-10-24,72.75,75.5,69.349998,71.0,60.841159999999995,892100
2008-10-27,70.199997,72.940002,63.860001000000004,64.690002,55.434025,1159100
