scaled,denoised
-0.9511188434565262,-0.9533066563968123
-0.9558387818993435,-0.9533066563968123
-0.9543864947563973,-0.9507283770542123
-0.9474155053166724,-0.9507283770542123
-0.9487951826336145,-0.9479322119834689
-0.9474155053166724,-0.9479322119834689
-0.9443656974367929,-0.9435382292196438
-0.9430586369168444,-0.9435382292196438
-0.9372494813740703,-0.9379458804059024
-0.9389922287340015,-0.9379458804059024
-0.9413158895569133,-0.9407057412222091
-0.9404445158769477,-0.9407057412222091
-0.9422598800338725,-0.9417225333096564
-0.9415337329769047,-0.9417225333096564
-0.9343993853706494,-0.933179670961252
-0.9323116925402722,-0.933179670961252
-0.9307141787743283,-0.9290126182898442
-0.9276643708944488,-0.9290126182898442
-0.9262846935775068,-0.9303925540346211
-0.9348532037541649,-0.9303925540346211
-0.9300606485143541,-0.9287221028335831
-0.9277369807204529,-0.9287221028335831
-0.9299880317173606,-0.9280684481598359
-0.9265025369974981,-0.9280684481598359
-0.9267203804174895,-0.9261437984297494
-0.9259216235345176,-0.9261437984297494
-0.9249050162605646,-0.9246549141781313
-0.9247597896375669,-0.9246549141781313
-0.9246145630145691,-0.927632678279966
-0.9310046320203239,-0.927632678279966
-0.9263573103745003,-0.9288673605660311
-0.9317307790772917,-0.9288673605660311
-0.9352162737971541,-0.9352949552191179
-0.9357245774341305,-0.9352949552191179
-0.9357609450860376,-0.9359667952110718
-0.9365233343171024,-0.9359667952110718
-0.934762462384628,-0.9369926497022094
-0.9395731421969821,-0.9369926497022094
-0.9371768645770767,-0.9383090181411038
-0.9397909856169735,-0.9383090181411038
-0.9364689605994726,-0.9355945896655442
-0.9350710471741563,-0.9355945896655442
-0.9291892748343885,-0.9279595056971771
-0.9270834504604787,-0.9279595056971771
-0.9221456685976701,-0.9205150912882912
-0.9192410873407884,-0.9205150912882912
-0.9220004419746723,-0.9229481471208945
-0.9242514860005905,-0.9229481471208945
-0.9292618846603927,-0.9295936421265134
-0.9302784919343455,-0.9295936421265134
-0.9323116925402722,-0.9347865561855059
-0.9376125514170595,-0.9347865561855059
-0.9358698040571283,-0.9387811013019751
-0.9420420366138811,-0.9387811013019751
-0.9413885063539069,-0.9427030098888838
-0.9443656974367929,-0.9427030098888838
-0.941461116179911,-0.9421582972386033
-0.9432038635398423,-0.9421582972386033
-0.9485773392136231,-0.9489490012134701
-0.9496665563135801,-0.9489490012134701
-0.9431312537138381,-0.9395073799656486
-0.9362328741001175,-0.9395073799656486
-0.9380482382570423,-0.9391442389168486
-0.9405897424999454,-0.9391442389168486
-0.9472702786936746,-0.9456081223119597
-0.9442930806397992,-0.9456081223119597
-0.9459632181737263,-0.948295351786846
-0.9509736168335284,-0.948295351786846
-0.9449284863272301,-0.9447638362165708
-0.9449466108997735,-0.9447638362165708
-0.9394279155739843,-0.9367112026497962
-0.9343449001171885,-0.9367112026497962
-0.9279548241404443,-0.9307920081480832
-0.9339818300741993,-0.9307920081480832
-0.9364507175201089,-0.9404878573995288
-0.9448740010737693,-0.9404878573995288
-0.9487951826336145,-0.9484769199264456
-0.9485047224166294,-0.9484769199264456
-0.9359424208541219,-0.9363026820209194
-0.9370135064105461,-0.9363026820209194
-0.9420420366138811,-0.9425940680653552
-0.9434943237568273,-0.9425940680653552
-0.9491582526766037,-0.949638961995136
-0.950465313196552,-0.949638961995136
-0.9539508079164144,-0.9519630480690112
-0.9503200865735543,-0.9519630480690112
-0.9525711305994724,-0.9548046434755705
-0.9573819289186469,-0.9548046434755705
-0.961067023979137,-0.9653991218498057
-0.970071220995778,-0.9653991218498057
-0.965423892378965,-0.9648544173605019
-0.964625135495993,-0.9648544173605019
-0.9612122575731242,-0.9650359878597051
-0.9691998473158124,-0.9650359878597051
-0.970071220995778,-0.9645275946149245
-0.9593242766192058,-0.9645275946149245
-0.9593242766192058,-0.9599520720590162
-0.9609217973561393,-0.9599520720590162
-0.9652786657559672,-0.966887982559969
-0.9688367772728232,-0.966887982559969
-0.973629332512634,-0.972743589460027
-0.9721952814780621,-0.972743589460027
-0.9755899232925566,-0.9776731036646077
-0.9800920183153824,-0.9776731036646077
-0.9847393469321953,-0.9803966125843679
-0.9763886801755286,-0.9803966125843679
-0.9780588107384661,-0.9765836958828249
-0.9754446896985693,-0.9765836958828249
-0.9752268462785779,-0.9769740826528798
-0.9790572934398757,-0.9769740826528798
-0.98234306931229,-0.9768378949039447
-0.9716687417327113,-0.9768378949039447
-0.9664404996529178,-0.9700654517650286
-0.9740287702075302,-0.9700654517650286
-0.9699259943727802,-0.9692846797373343
-0.968982003895821,-0.9692846797373343
-0.9656417357989564,-0.9633292442134572
-0.961357484196122,-0.9633292442134572
-0.9625193180930727,-0.9644912832981909
-0.966803569695907,-0.9644912832981909
-0.9649882055389822,-0.9598159392505092
-0.9549856512987416,-0.9598159392505092
-0.9566375457533048,-0.9576643113630675
-0.9590338233732102,-0.9576643113630675
-0.9532429039388104,-0.9532068382050968
-0.9535151210764317,-0.9532068382050968
-0.9599051970531758,-0.958826349394035
-0.958089832896251,-0.958826349394035
-0.957799372679266,-0.956974345705578
-0.9564923121593176,-0.956974345705578
-0.9571458424192918,-0.9568200256609994
-0.9568372576297635,-0.9568200256609994
-0.9626645447160704,-0.9625303459772889
-0.962737161513064,-0.9625303459772889
-0.962446701296079,-0.9635471261437661
-0.9649882055389822,-0.9635471261437661
-0.9652786657559672,-0.9652901809606039
-0.9656417357989564,-0.9652901809606039
-0.9670214131158984,-0.9660890818763742
-0.9654965091759586,-0.9660890818763742
-0.9617205542391112,-0.9564659544309677
-0.951554530296509,-0.9564659544309677
-0.947996418779653,-0.9512730844137824
-0.9548947983933737,-0.9512730844137824
-0.9520628339334855,-0.9505104940786859
-0.9493034792996015,-0.9505104940786859
-0.9539871755683215,-0.95452319836722
-0.9554030950593606,-0.95452319836722
-0.9591064331992144,-0.9619856374291756
-0.9652060489589736,-0.9619856374291756
-0.9611033916310441,-0.9636288754395268
-0.9664949849063788,-0.9636288754395268
-0.966004812812935,-0.9633655590317552
-0.961067023979137,-0.9633655590317552
-0.9565649289563112,-0.9553765417402688
-0.954531721379395,-0.9553765417402688
-0.9589612065762166,-0.9598431309516053
-0.961067023979137,-0.9598431309516053
-0.9543864947563973,-0.9524351252412213
-0.9508283832395412,-0.9524351252412213
-0.9475607319396703,-0.9475327570952626
-0.9478511921566553,-0.9475327570952626
-0.9438573937998165,-0.9470969905915126
-0.9506831566165435,-0.9470969905915126
-0.9457453747537349,-0.9419767321395596
-0.9385565418940187,-0.9419767321395596
-0.9392826819799971,-0.9370017136821664
-0.9350710471741563,-0.9370017136821664
-0.9380482382570423,-0.937846058133124
-0.9379938645394125,-0.937846058133124
-0.9368137945340875,-0.9390807353321863
-0.9416972026792663,-0.9390807353321863
-0.9448740010737693,-0.9435019176149346
-0.9424777234538639,-0.9435019176149346
-0.950174852979567,-0.9469154223553623
-0.9440026273938037,-0.9469154223553623
-0.9442930806397992,-0.9458899169930041
-0.9478337646830559,-0.9458899169930041
-0.9412926552491107,-0.9388290357769126
-0.936715036526695,-0.9388290357769126
-0.9355067340141391,-0.9363248225410774
-0.9374934660044607,-0.9363248225410774
-0.9335897049472254,-0.9302995852402488
-0.9273622900380677,-0.9302995852402488
-0.9196477260677758,-0.9176912921782511
-0.9160925284245056,-0.9176912921782511
-0.9214253353458951,-0.9246345793855514
-0.9281988087708347,-0.9246345793855514
-0.9241091662801891,-0.9275978166862072
-0.9314403188603066,-0.9275978166862072
-0.9253407031005475,-0.9226648961075337
-0.9203448319827378,-0.9226648961075337
-0.9113057800188981,-0.9123400092477304
-0.9137340056834058,-0.9123400092477304
-0.9141871269679773,-0.9132987125333754
-0.9127696878012403,-0.9132987125333754
-0.9080875112082181,-0.9118519472290573
-0.9159763429435137,-0.9118519472290573
-0.9207166157625266,-0.9221594019081208
-0.9239581258519985,-0.9221594019081208
-0.9263398759299116,-0.9257733902570736
-0.9255614534231352,-0.9257733902570736
-0.9222734677470686,-0.9198585304061262
-0.9178004208372381,-0.9198585304061262
-0.916046052837911,-0.9162735833871218
-0.9168593372628753,-0.9162735833871218
-0.9123281871560648,-0.9105794832769444
-0.9091912419081887,-0.9105794832769444
-0.9101090981457383,-0.9091385347127939
-0.9085290048824042,-0.9091385347127939
-0.9105854397961336,-0.9125898499398452
-0.9149539288353576,-0.9125898499398452
-0.9168593372628753,-0.9170812151663341
-0.9176610010484437,-0.9170812151663341
-0.912153919391061,-0.9127874048609232
-0.9137804812700004,-0.9127874048609232
-0.9083547301464111,-0.9079416079905228
-0.9078899951934329,-0.9079416079905228
-0.9017206695392765,-0.9030376964019222
-0.9047181949983581,-0.9030376964019222
-0.9080061737034354,-0.9060067725619441
-0.9043696524973613,-0.9060067725619441
-0.9081572141316259,-0.9080926749909457
-0.9083895850936097,-0.9080926749909457
-0.9066933133202731,-0.9086969498651131
-0.9110617953885077,-0.9086969498651131
-0.9168593372628753,-0.9145246833158259
-0.9125489374786525,-0.9145246833158259
-0.910573826127727,-0.9106317830157437
-0.9110501817201011,-0.9106317830157437
-0.9112593114032929,-0.9095510656011906
-0.9082036897182206,-0.9095510656011906
-0.9115730059280805,-0.9107712303870856
-0.9103298414973366,-0.9107712303870856
-0.9093655236151712,-0.9115730491224177
-0.9141406444103932,-0.9115730491224177
-0.9128277770562415,-0.9164304578123491
-0.920391300598343,-0.9164304578123491
-0.923365591749622,-0.9247217334756341
-0.9264328271031008,-0.9247217334756341
-0.9256892525725338,-0.9255990856358444
-0.9258635342795163,-0.9255990856358444
-0.9210767789029194,-0.9218921279077926
-0.9230635178642304,-0.9218921279077926
-0.9306270344353423,-0.9280335865723152
-0.925793824385119,-0.9280335865723152
-0.9289539969698084,-0.9280684481598359
-0.9275365717450502,-0.9280684481598359
-0.930115830866759,-0.9340588224292432
-0.9383532190450302,-0.9340588224292432
-0.9330204121236407,-0.9332511963300526
-0.9338336895776157,-0.9332511963300526
-0.9253407031005475,-0.9240012584075161
-0.9230170422776357,-0.9240012584075161
-0.9252593795377437,-0.9240186892303696
-0.9231332207876382,-0.9240186892303696
-0.9173937821102507,-0.9160295510596376
-0.9150236387297548,-0.9160295510596376
-0.9158253025153231,-0.9141121533150478
-0.9127580741328337,-0.9141121533150478
-0.9143033054779798,-0.9154310895582813
-0.9169174265178766,-0.9154310895582813
-0.9186717945172038,-0.9185512160599435
-0.9187879730272062,-0.9185512160599435
-0.9146634686183726,-0.9158436193260969
-0.9173821614708547,-0.9158436193260969
-0.9172659759898628,-0.914983697939502
-0.9130601480182253,-0.914983697939502
-0.9197987664959663,-0.9199573040764801
-0.9204726311321362,-0.9199573040764801
-0.922505831738063,-0.9203814524566074
-0.9186136982912131,-0.9203814524566074
-0.9207979393253304,-0.919242639019777
-0.9180444054676286,-0.919242639019777
-0.9146170000027674,-0.9151057141609518
-0.9159531086357111,-0.9151057141609518
-0.9192062323935897,-0.9191845349981089
-0.9195199269183774,-0.9191845349981089
-0.9187066494644024,-0.9219502353494876
-0.9255498397547287,-0.9219502353494876
-0.9235979557406163,-0.9253318120180477
-0.9274203862640583,-0.9253318120180477
-0.9264793026896955,-0.9276152474831492
-0.9291050373979989,-0.9276152474831492
-0.9381440893618385,-0.9403513156990626
-0.942907596488654,-0.9403513156990626
-0.9438138320868076,-0.9467425694384919
-0.9500180057171732,-0.9467425694384919
-0.9544562046507945,-0.9507632383286148
-0.9474155053166724,-0.9507632383286148
-0.9501341911981651,-0.9511699543244281
-0.9525508031942662,-0.9511699543244281
-0.9561292421163284,-0.954539872490818
-0.9532943707538438,-0.954539872490818
-0.9587085082090265,-0.9600014598549645
-0.961636323773711,-0.9600014598549645
-0.9507151046611457,-0.9462312687485015
-0.942094319034679,-0.9462312687485015
-0.9406768868389315,-0.9396424714763495
-0.9389573737868029,-0.9396424714763495
-0.9423499243044654,-0.9397702943731507
-0.9375399346200659,-0.9397702943731507
-0.9289191420226097,-0.9258721671697945
-0.9231797033452223,-0.9258721671697945
-0.9235979557406163,-0.9187139052688652
-0.9141871269679773,-0.9187139052688652
-0.9202286465017459,-0.91800504780146
-0.9161389970401108,-0.91800504780146
-0.9140477002081934,-0.912647957611257
-0.9116078608752791,-0.912647957611257
-0.9134667867452128,-0.9109978288613299
-0.9088891680227971,-0.9109978288613299
-0.9025455746036369,-0.9064541694108025
-0.9107248665559176,-0.9064541694108025
-0.9193688864901868,-0.9192716892869907
-0.9195315475577733,-0.9192716892869907
-0.9175331949280557,-0.913101157655836
-0.9090285878115916,-0.913101157655836
-0.9075182114136441,-0.9071397844990414
-0.9071231863550633,-0.9071397844990414
-0.8995712834523579,-0.8993423255538976
-0.8994783322791686,-0.8993423255538976
-0.9015231535244914,-0.8973319436179243
-0.8935065156688079,-0.8973319436179243
-0.8901836889875214,-0.8905222242472468
-0.8912293374034802,-0.8905222242472468
-0.8947380594601557,-0.8942292224829658
-0.894087436102778,-0.8942292224829658
-0.8951563257975287,-0.8963093313884686
-0.8978285360924267,-0.8963093313884686
-0.9011746110234946,-0.9017361840006897
-0.9026617531136394,-0.9017361840006897
-0.9010584255425027,-0.8967276726540756
-0.8927629481092302,-0.8967276726540756
-0.891438453144693,-0.8944267685586501
-0.8977820535348426,-0.8944267685586501
-0.892553811455049,-0.8911729751492021
-0.8901604477087295,-0.8911729751492021
-0.8920890904440497,-0.886873314031067
-0.8820276313430435,-0.886873314031067
-0.8711296465382807,-0.8720916777981927
-0.8734300730533899,-0.8720916777981927
-0.8778217894294271,-0.8769375548905173
-0.876427605483461,-0.8769375548905173
-0.8713852518080671,-0.8689308105134408
-0.8668541017012567,-0.8689308105134408
-0.8711761221248755,-0.8676990056911138
-0.8646001577437316,-0.8676990056911138
-0.8591163103941516,-0.8609588967520028
-0.8631827116060051,-0.8609588967520028
-0.867388546548632,-0.8701509983922883
-0.8732906532645954,-0.8701509983922883
-0.8670632313844484,-0.8650029579094669
-0.8633221313947996,-0.8650029579094669
-0.8595578040683376,-0.8575423528363489
-0.8559096482808887,-0.8575423528363489
-0.859790168059332,-0.8605405482457682
-0.8616723421790471,-0.8605405482457682
-0.8607428792440803,-0.8554273487468806
-0.850495510825706,-0.8554273487468806
-0.8553519691257108,-0.8573331729955169
-0.8596972168861428,-0.8573331729955169
-0.857838291016209,-0.8587393048215763
-0.8600225320503263,-0.8587393048215763
-0.8637868733187671,-0.8669901315340333
-0.8705719673831028,-0.8669901315340333
-0.8782632900746026,-0.8715919765705742
-0.8652972427457251,-0.8715919765705742
-0.8712225907404807,-0.8684775941970971
-0.8661105271706895,-0.8684775941970971
-0.8688756956097663,-0.8705461055272264
-0.8725935473496336,-0.8705461055272264
-0.8698748684391303,-0.8670482369542228
-0.8646001577437316,-0.8670482369542228
-0.8649951688603336,-0.8618769419943834
-0.8591395377309647,-0.8618769419943834
-0.8668773429800487,-0.8657815579314316
-0.8650648787547308,-0.8657815579314316
-0.8643677798107583,-0.8660488353432945
-0.8681088798004071,-0.8660488353432945
-0.875126337855737,-0.8756360196716769
-0.8765205427146714,-0.8756360196716769
-0.8730118067160171,-0.8751595655730217
-0.8776823696406326,-0.8751595655730217
-0.8830035628936155,-0.879110641174516
-0.8755910797797046,-0.879110641174516
-0.8725935473496336,-0.8733350995835971
-0.8744524801905567,-0.8733350995835971
-0.8726865054938122,-0.8780880132351826
-0.8838633159341851,-0.8780880132351826
-0.8926932382148329,-0.889255559628997
-0.8861869837280862,-0.889255559628997
-0.8951330845187366,-0.8979478478788209
-0.9011281424078894,-0.8979478478788209
-0.8920426148574552,-0.8904989746734465
-0.889323922004973,-0.8904989746734465
-0.8936227011497998,-0.8959258416568716
-0.898595337959807,-0.8959258416568716
-0.8871396809708557,-0.8833289809013717
-0.8798898589245314,-0.8833289809013717
-0.8802384014255282,-0.8822017646632684
-0.884537180570355,-0.8822017646632684
-0.8856060632941163,-0.8834568069210037
-0.8816790749000678,-0.8834568069210037
-0.8832591681634019,-0.8865827897158869
-0.8902766262187318,-0.8865827897158869
-0.892577052733841,-0.8958444979826163
-0.8994783322791686,-0.8958444979826163
-0.8945056954691614,-0.8943221892406921
-0.8945056954691614,-0.8943221892406921
-0.8971081958696622,-0.9028866255779574
-0.9090285878115916,-0.9028866255779574
-0.9032891421632147,-0.9035954842117234
-0.9042650737137866,-0.9035954842117234
-0.9100974775063423,-0.9088247744061112
-0.9079132295012355,-0.9088247744061112
-0.9113987242210979,-0.9125433686823204
-0.9140477002081934,-0.9125433686823204
-0.9157439789525194,-0.9168894755485476
-0.9183929549396148,-0.9168894755485476
-0.9165340220986917,-0.9165989586222176
-0.9170219913594724,-0.9165989586222176
-0.9192991765957895,-0.9174821217395721
-0.9160228185301084,-0.9174821217395721
-0.922412887535863,-0.9248495571446146
-0.9276411296156567,-0.9248495571446146
-0.9315681180097052,-0.9315546044030125
-0.9318934401448782,-0.9315546044030125
-0.928454414040621,-0.9263486069223947
-0.9245971285699803,-0.9263486069223947
-0.9235050115384165,-0.924105843342742
-0.9250618635229585,-0.924105843342742
-0.9313357609897003,-0.9309503388377378
-0.9309174946523273,-0.9309503388377378
-0.9344029893721897,-0.9378529118941044
-0.9416528183895034,-0.9378529118941044
-0.9387250028248191,-0.9424662418244418
-0.9465557522761029,-0.9424662418244418
-0.9347980144307706,-0.9353428897606667
-0.9362386879053102,-0.9353428897606667
-0.9347747731519785,-0.9362609040336793
-0.9380976137752438,-0.9362609040336793
-0.9410254293399283,-0.9423035541891237
-0.94393001059681,-0.9423035541891237
-0.942094319034679,-0.9376088852219349
-0.9334735264372229,-0.9376088852219349
-0.9370519653592851,-0.939874875153848
-0.9430470162774485,-0.939874875153848
-0.938562348728222,-0.934482971834396
-0.9307548405557302,-0.934482971834396
-0.9290585687823937,-0.9288005413826693
-0.9288959077148071,-0.9288005413826693
-0.9261075189099067,-0.925442208328448
-0.9251315734173557,-0.925442208328448
-0.9321490384436752,-0.9302531078140536
-0.9287100193104074,-0.9302531078140536
-0.9341009154867981,-0.9347386251194069
-0.9357274843367269,-0.9347386251194069
-0.9389573737868029,-0.9373067549362388
-0.9360063239143158,-0.9373067549362388
-0.9371913921190691,-0.9381085648348491
-0.9393756261821969,-0.9381085648348491
-0.9439532449046126,-0.941931698192059
-0.9402586205015585,-0.941931698192059
-0.9413739788119145,-0.941187989521198
-0.9413507445041119,-0.941187989521198
-0.9420710847268764,-0.9422105962956849
-0.9426984737764517,-0.9422105962956849
-0.9460445417365301,-0.9489388286865836
-0.9521790124434879,-0.9489388286865836
-0.9528528770796578,-0.9520763471558444
-0.9516445745671019,-0.9520763471558444
-0.9510636611041214,-0.9510653740021819
-0.9514122105761076,-0.9510653740021819
-0.9617060336681083,-0.9617909972892236
-0.9622172372366916,-0.9617909972892236
-0.9644711951361955,-0.963812945561283
-0.9634952566146341,-0.963812945561283
-0.9679334485772659,-0.9690421027024037
-0.9704894803621614,-0.9690421027024037
-0.9774372354940837,-0.9771530970569114
-0.9772048715030893,-0.9771530970569114
-0.9772978157052892,-0.978384848741416
-0.97980737190359,-0.978384848741416
-0.9765774754825246,-0.9746198631777082
-0.9729990365604624,-0.9746198631777082
-0.9716745485669147,-0.9726211681132689
-0.9739052651876267,-0.9726211681132689
-0.9750903333923798,-0.9727838539049984
-0.9708147955263451,-0.9727838539049984
-0.9708612641419503,-0.9683913620914457
-0.966260411111732,-0.9683913620914457
-0.9676313746918743,-0.96956502170648
-0.9718372096345013,-0.96956502170648
-0.9729990365604624,-0.9738296799562635
-0.9749973822191905,-0.9738296799562635
-0.9769492662333029,-0.9782802659732308
-0.9799467916923845,-0.9782802659732308
-0.9775766552828782,-0.9796863217078452
-0.9821310327265018,-0.9796863217078452
-0.9829443171514662,-0.9823008884860017
-0.9819916129377073,-0.9823008884860017
-0.9794355811528118,-0.9852524387052949
-0.9914024486813358,-0.9852524387052949
-0.9938655292930421,-0.9944673049224291
-0.9953991469697815,-0.9944673049224291
-0.9971418943297128,-0.9964543659017955
-0.996096245913754,-0.9964543659017955
-0.9965842151745348,-0.9957455325960508
-0.9952364928731844,-0.9957455325960508
-0.9957476964417677,-0.9955828480900154
-0.9957476964417677,-0.9955828480900154
-0.9961891970869433,-0.9953155849012292
-0.9947717579202063,-0.9953155849012292
-0.9932149059356643,-0.9925848283713063
-0.9922854430006974,-0.9925848283713063
-0.9877310585860842,-0.9882156085287678
-0.9890323122718294,-0.9882156085287678
-0.9875451701816845,-0.9878786230630182
-0.9885443430110487,-0.9878786230630182
-0.9904265101597743,-0.9901561937993963
-0.9902173804765826,-0.9901561937993963
-0.991750998153322,-0.9923756638494778
-0.9933310914166561,-0.9923756638494778
-0.9930290105602751,-0.9931774576174168
-0.9936563996098503,-0.9931774576174168
-0.99509707308439,-0.9950018383993184
-0.9952364928731844,-0.9950018383993184
-0.9960730116059514,-0.9956758111639801
-0.9956082766529732,-0.9956758111639801
-0.9956315179317653,-0.9939327783223898
-0.9925642825782864,-0.9939327783223898
-0.9913559730947412,-0.9915971045650496
-0.9921692575197055,-0.9915971045650496
-0.9925642825782864,-0.9931774611034914
-0.9941211345628285,-0.9931774611034914
-0.9944696840348147,-0.9946183704080211
-0.99509707308439,-0.9946183704080211
-0.995840647614957,-0.9956177122934013
-0.9957244621339651,-0.9956177122934013
-0.996653925068932,-0.9964078861202201
-0.9964912709723349,-0.9964078861202201
-0.9953526783541763,-0.9957687742350727
-0.9965145052801375,-0.9957687742350727
-0.997234845502902,-0.9970702429849896
-0.997234845502902,-0.9970702429849896
-0.9961659558081513,-0.9960127992327206
-0.9961891970869433,-0.9960127992327206
-0.9972116042241099,-0.9975466701944296
-0.9982107840244635,-0.9975466701944296
-0.9991402469594303,-0.9992432246965929
-0.9996746918068057,-0.9992432246965929
-0.9999999999999999,-0.9993942864572609
-0.9991170126516277,-0.9993942864572609
-0.996653925068932,-0.9967913538834949
-0.9972580798107046,-0.9967913538834949
-0.9951900172865898,-0.9959430778068391
-0.9970257158197102,-0.9959430778068391
-0.9954920981429708,-0.9952226253022006
-0.995282968459779,-0.9952226253022006
-0.993307850137864,-0.992747509554088
-0.9925178069916918,-0.992747509554088
-0.9915186341623277,-0.9920038146123833
-0.9928198808770834,-0.9920038146123833
-0.9913327387869386,-0.9910974347346484
