AMZN,NOV,EQIX,CTAS,CRM,BSX,IT,V,MSI,CLX,WAT
-0.21778687274333053,0.44491181784105627,-0.28688629645243785,-0.23612213701782517,-0.24773955828809988,-0.07829374544967825,-0.30576274504457024,-0.23677514345054976,-0.23393045676170812,-0.33937412467508554,-0.21983542031192263
-0.2173528435977099,0.454271862563753,-0.2837629339918509,-0.23529197742188057,-0.2479098800586232,-0.07382197780088297,-0.30060306259126085,-0.2377502874945912,-0.22887355963391476,-0.3350573351871575,-0.21443975043253982
-0.21945313846789974,0.4465786127032403,-0.29291460779771583,-0.23768478818333602,-0.2535149878405384,-0.08332447072765413,-0.30608930265219936,-0.242560947687345,-0.2354177868767128,-0.34302677808744725,-0.21412500359465636
-0.22027130546415805,0.4343976880009477,-0.2888738816561454,-0.23587796695187932,-0.2512079063354993,-0.08556038120588941,-0.30569743103156966,-0.23687266529463682,-0.23393045676170812,-0.3514113218688415,-0.21201168869536777
-0.22093482010324897,0.4383725446109165,-0.2920190904734883,-0.23397348700817994,-0.2518117701353056,-0.08388345501067236,-0.3065465007432039,-0.23896920515017156,-0.2342279312057832,-0.3482567388454035,-0.21502427047294267
-0.22079014372137545,0.46029820907504315,-0.2990957936486221,-0.23094585270353654,-0.2488853496245102,-0.08667832311808822,-0.3109224399552539,-0.2388066728765169,-0.2333355359438051,-0.34493615347082496,-0.21043795450595057
-0.2218777077246219,0.39811137725349477,-0.3011926106361092,-0.23563380620006913,-0.24922599316555674,-0.08052962927407589,-0.31405743783504,-0.2420408766502763,-0.23987976318660317,-0.3453512226841784,-0.2112023347829771
-0.22159833474233998,0.3922132624219172,-0.30160759143114524,-0.23460831986550348,-0.25289563702164775,-0.0822065288154553,-0.3129471245287773,-0.2442349259504266,-0.2425569489725373,-0.3398722267317603,-0.2113821950196009
-0.2213538833828433,0.3595171132452958,-0.30449069395908035,-0.2356826402132583,-0.2534995008214542,-0.07801425330816913,-0.31360025220140963,-0.24821671866553363,-0.24136709330160777,-0.34261170887409387,-0.21106744818171744
-0.22008173148420548,0.3293853806888454,-0.3032238885533285,-0.23363165822999138,-0.2539949791139398,-0.06823224158605122,-0.31137962558888427,-0.2426259581169125,-0.2345253916147347,-0.3402042947695435,-0.2040530361727208
-0.22229178111348363,0.30476717641187395,-0.3066530333529474,-0.2356826402132583,-0.2564723705763679,-0.07633732711295209,-0.3128818105157766,-0.24781041278034016,-0.23987976318660317,-0.3397891938884389,-0.2068408183831403
-0.22228180513818988,0.35220866691095887,-0.30625988225077955,-0.2340223210213691,-0.2569678488688535,-0.08556038120588941,-0.3090936849633583,-0.24556760875788214,-0.2458290696114981,-0.3408683991773588,-0.20715556522102374
-0.22332446773718592,0.36656931319428515,-0.3000131573296056,-0.23778245620971436,-0.25947621436945,-0.08947316457166646,-0.3066118147562046,-0.24995570735818268,-0.2446392139405686,-0.34784166963205004,-0.21192174142463968
-0.2244519432539502,0.4238836666478778,-0.30256863116175287,-0.23919860533565773,-0.26088523187118734,-0.0796911795033862,-0.3092243129893596,-0.2531573997174224,-0.2502910459213885,-0.34194760446627853,-0.21340556264816132
-0.2240777813786063,0.355670596802078,-0.2961690150710629,-0.23866144981884815,-0.2593058925989268,-0.06823224158605122,-0.30844055729072595,-0.2599183355987877,-0.25148091562744174,-0.3440229822007968,-0.21862138944333664
-0.22167815776937566,0.3205382626849982,-0.2879347049461814,-0.23270383060766844,-0.2537162718360958,-0.05034517099087009,-0.3027583751907855,-0.25372622547679896,-0.24374681867859052,-0.3441890162196884,-0.21457463703379942
-0.22154345736279582,0.28168753531737434,-0.2828892630243792,-0.23011569310759195,-0.24965953519483988,-0.0455939112005657,-0.30197461949215193,-0.24912685228000755,-0.2330380614997301,-0.3346422659738041,-0.22316276607979726
-0.22303511497343884,0.3131014761839102,-0.2846366049593225,-0.22742987826700148,-0.24792536707770738,-0.039165725215044196,-0.30092962019888986,-0.2518247169099669,-0.23065835015787092,-0.3353894032249407,-0.2231177924444332
-0.2233543994692386,0.3607993215553813,-0.2872794475546057,-0.2272833855415696,-0.25003115277405485,-0.041681101180950954,-0.3008643061858893,-0.2542625522211274,-0.23898736792462508,-0.33621954165164764,-0.2248264303875264
-0.2236088306102004,0.32015356764586095,-0.28976939898037296,-0.22279075878365806,-0.25576012126924075,-0.08416294715218142,-0.2963577389478379,-0.2507683191285696,-0.23214566623775204,-0.32825009875135785,-0.1937562691836298
-0.2223267027362689,0.2723274905946775,-0.2844837137898066,-0.22083743551263385,-0.2574478519553893,-0.07857323759118737,-0.2973374366854735,-0.2520685029209772,-0.23036087571379585,-0.32700489111129755,-0.19703865846855664
-0.21824584373027123,0.23270748163581803,-0.2843089762635347,-0.22381624511822373,-0.2592129882041231,-0.08667832311808822,-0.2957699252882063,-0.2572204585693569,-0.23987976318660317,-0.3331479914715309,-0.2017149217062769
-0.2184503873824215,0.2591208209417243,-0.2819282399576593,-0.22396274715779121,-0.25874847804323864,-0.08947316457166646,-0.29367992670168225,-0.2541650427765119,-0.23690511699171746,-0.33455926479823384,-0.20238938901740788
-0.2196127807157996,0.25104287604207426,-0.30038446207501757,-0.22640439193243586,-0.2604516839353371,-0.09701929246938668,-0.29688023859446894,-0.25645660152127775,-0.2419620281546344,-0.33746478095945887,-0.20445773028133232
-0.21850027487123308,0.2630955690646544,-0.29933605358127396,-0.22308375354865748,-0.258794927287357,-0.09198854053757322,-0.2894346155156335,-0.24764789290615716,-0.2291710200428663,-0.32675582424908467,-0.20414298344344892
-0.21850027487123308,0.3634919698552645,-0.3031583494830608,-0.2228884174959008,-0.25692139962473526,-0.09897568415227526,-0.2782008668843797,-0.2436173454687423,-0.22411410887994931,-0.32011462183217654,-0.2016249744355487
-0.21943318651731225,0.308998387894229,-0.3091866608283388,-0.22454873668779,-0.2586865417800362,-0.09506287413266051,-0.2827727356780575,-0.2523772993615551,-0.19555744646152748,-0.32916327002138607,-0.19955663317162425
-0.21972752536562049,0.31976887260672365,-0.31161108984772595,-0.22303491953546828,-0.25791235620970654,-0.09310648244977203,-0.28708336087710684,-0.25453883724718585,-0.1905005352986105,-0.3294953380591692,-0.20400809684218918
-0.21974748112237938,0.2377080831964473,-0.3201948750251512,-0.22376741110503454,-0.2567355908351278,-0.08835522265946763,-0.28055210906553213,-0.25328742057655756,-0.16045655680030751,-0.32111079427777495,-0.20648109790989286
-0.21805127985958614,0.2336049949067659,-0.3230561311963304,-0.219274784347123,-0.251842744173474,-0.06879122586906945,-0.2784621104790081,-0.25149967716160077,-0.16848812819323375,-0.3108169384485052,-0.19973649340824806
-0.2185601421415098,0.2669421939949108,-0.31495286588420895,-0.22025144598263507,-0.2513008166368701,-0.0615245901128583,-0.2791152381516404,-0.2549451431323793,-0.16997543023799125,-0.3063341149416856,-0.19798289898220697
-0.21912886788753885,0.24014415964986713,-0.31995461509249934,-0.21947012039987968,-0.25275627747615864,-0.07018865992277734,-0.274086171266958,-0.25816309119887887,-0.17979179215487362,-0.31646196841981483,-0.19843253242135017
-0.2173528435977099,0.20501187977630658,-0.31451603873241696,-0.21414733404602354,-0.2497059962520925,-0.056493838181044774,-0.26905711683964995,-0.25312490070237453,-0.16610838878112746,-0.29321771245900985,-0.19398110305561764
-0.21357131713692454,0.17859854047040016,-0.308618772199899,-0.21317067241051144,-0.2484053583511088,-0.05705282246406301,-0.26370147988996434,-0.24956565718024898,-0.15361485511343442,-0.28682557690431476,-0.19110340787930247
-0.2139903766103474,0.18231693372094415,-0.317639401193004,-0.21561231718515605,-0.24857568012163206,-0.057611806747081246,-0.2655955488948606,-0.25279984855453674,-0.15450723634028896,-0.28441813113201336,-0.19114838151466657
-0.21426974959262934,0.2309123466068827,-0.3194304191775714,-0.21463566486377958,-0.2503872715210513,-0.053419504585957435,-0.2614155517218126,-0.2509633504172722,-0.1583743058673999,-0.29180647080005806,-0.1930368625419673
-0.21360124886897716,0.20949960886160574,-0.3151712794601049,-0.21175452328456806,-0.2533756282950492,-0.06124509797134918,-0.26232992298907326,-0.24795668934673507,-0.15450723634028896,-0.28956505904664825,-0.19195773542705724
-0.21441442597450286,0.17859854047040016,-0.31493101952745306,-0.21111969042724452,-0.2547846517033537,-0.05789127223475277,-0.2614808532774389,-0.2479404336394752,-0.1452858233115567,-0.27902213635516554,-0.1894397264191571
-0.216055749857752,0.1596219876655817,-0.31742098761710796,-0.21263351689370186,-0.2573704286731026,-0.06683483418618093,-0.2602399244025492,-0.24932187116923868,-0.15807684545844844,-0.2809314800707921,-0.19056382716943124
-0.21696371585633967,0.1971904524796007,-0.31932120405767955,-0.21517282038058916,-0.2560697907721189,-0.07074761755195798,-0.26370147988996434,-0.2512721468578501,-0.16343121703031682,-0.28250878741638663,-0.19186778815632918
-0.21654465638291678,0.257966844311351,-0.320828286059971,-0.21370783724145664,-0.2563484980499629,-0.07074761755195798,-0.26598742051549035,-0.24992320834313478,-0.1646210586661228,-0.2877387165065918,-0.19618433092080187
-0.21598091672144895,0.29617641328041294,-0.32240089046864245,-0.2152704884069675,-0.2750063750201619,-0.06403996607876505,-0.26990617409391,-0.25023200478371266,-0.1565895153434437,-0.2970364315580142,-0.19955663317162425
-0.21498315172053187,0.27527649376694696,-0.31903726807540356,-0.21175452328456806,-0.27079480362746694,-0.07074761755195798,-0.2669671057957517,-0.25070332109847365,-0.1553996456373906,-0.2864104760232103,-0.19519511677178736
-0.21618546037359923,0.2611723108430456,-0.31855674821009977,-0.21517282038058916,-0.26992771956890066,-0.07885270307885889,-0.27251867232706506,-0.251954737769102,-0.1681906397140351,-0.2967043635202311,-0.20086059415852223
-0.21672924047213674,0.26540363081243923,-0.3177267699561399,-0.21439149479783373,-0.2698812644182153,-0.07941168736187712,-0.2697102320549081,-0.2519222387540539,-0.1681906397140351,-0.2977005359658295,-0.20409800980808485
-0.21674420633816305,0.28399548857812046,-0.31423208608625325,-0.2129753456718904,-0.26918450213017225,-0.07801425330816913,-0.26598742051549035,-0.2501182396318373,-0.1670007980782291,-0.29662136234466085,-0.20337860316642234
-0.21590109750058473,0.27425074881628636,-0.31158924349097006,-0.2101918721190572,-0.26811612226291437,-0.06851173372756034,-0.26441992157559724,-0.24816796394322588,-0.1678931793050836,-0.28582937279096515,-0.19627427819152998
-0.21720318113127518,0.2461705061611572,-0.31106504757604214,-0.21302417968507956,-0.27071738625174746,-0.07633732711295209,-0.26938367444727895,-0.2477616580580324,-0.17235516965009753,-0.2909763323733512,-0.19816275921883073
-0.21690384858606293,0.15731398016131626,-0.31008217815256633,-0.21151035321862224,-0.27206446749028224,-0.07270403588868415,-0.2673589898737556,-0.2492406174318829,-0.1696779698290397,-0.2802673756629769,-0.19353146961647444
-0.21722313688803407,0.11166762469116649,-0.311829503423622,-0.21082669566224513,-0.27387606479626864,-0.07186555946415685,-0.26631399058049354,-0.2523935426693433,-0.17265263005904904,-0.27520344892391224,-0.19654405139404943
-0.2185900738735625,0.09923029087296842,-0.31761755483624804,-0.21346367648964645,-0.2739999314161064,-0.08472190478136205,-0.268338675154017,-0.25653786765810505,-0.18068420145197533,-0.26814717729365073,-0.21637320509520463
-0.2180113683460683,0.09397328019643349,-0.317639401193004,-0.2141961680592127,-0.2731483284700572,-0.07605786162528057,-0.273237114012698,-0.2544900825248781,-0.18306391279383444,-0.2623361133034495,-0.21718255900759537
-0.21702856921117755,0.06781635000643244,-0.31759570847949214,-0.21121735845362286,-0.2725289835577338,-0.0813680790447656,-0.2688611748006479,-0.25718795955430884,-0.17562729028905832,-0.25810232499109165,-0.21691275150024342
-0.21808620148237137,-0.02065553519779053,-0.3250874091135497,-0.21224285410232413,-0.27678700419454705,-0.08080912141558501,-0.28773648854973916,-0.2614297939876861,-0.19258278623151812,-0.2558609132376819,-0.22329765268105692
-0.21923363275589453,0.011271278144075778,-0.32816709552451256,-0.21053370089724577,-0.2706090007444267,-0.07382197780088297,-0.2838177349713195,-0.2589106925396982,-0.2053738083784098,-0.26067580478228464,-0.2255458541816052
-0.2178517260981684,0.022939276127518705,-0.32069724124721094,-0.20433191162012018,-0.2676516121020299,-0.05314001244444828,-0.28362180538969173,-0.2558065220245455,-0.21162056117713277,-0.2558609132376819,-0.22433182331301918
-0.21845537346698268,0.05063487798702985,-0.31886253054913166,-0.2030622645337444,-0.268890307833244,-0.04978618670785186,-0.2865608612304758,-0.2546688581063209,-0.21072817995027815,-0.2527893630575652,-0.22500629062415012
-0.2189343040168537,-0.04822285113407001,-0.3290844425416084,-0.20584573808657755,-0.2726064009334533,-0.058450256517771,-0.2872139889031081,-0.25835812248758144,-0.22500650414192744,-0.25818535783441304,-0.23440377358253855
-0.21824085383953865,0.0,-0.32336191353536226,-0.2020367781991787,-0.2703767427107009,-0.08556038120588941,-0.2849933622905828,-0.2632825478322105,-0.2372025774006689,-0.250713985323047,-0.23921492342151848
-0.22182782023581032,-0.037708829781000146,-0.32821077157413675,-0.20853155292716802,-0.2748979895128411,-0.09003214885468465,-0.29230836980079117,-0.26695555650621133,-0.24969611106836198,-0.2563590152943567,-0.2525692286711322
-0.2193533634902766,-0.023091720138249044,-0.31947409522719555,-0.2085803869403572,-0.27181672834403947,-0.05006567884936099,-0.2882589881963702,-0.2623886699249963,-0.24136709330160777,-0.25353650030870184,-0.2554019673644995
-0.2171083922382132,0.0712782798975517,-0.302088111296449,-0.21649131079428982,-0.2710425427737098,-0.04587340334207481,-0.27859273850500943,-0.25804932604700354,-0.22857608518983968,-0.26009470155003966,-0.24582462416948736
-0.2201366088637496,0.07038076662660347,-0.31228817693216987,-0.22196059918771346,-0.2763689432777809,-0.07885270307885889,-0.28322992131168784,-0.2651840563990427,-0.22708875507483509,-0.27520344892391224,-0.2534685127018347
-0.22171806547672204,0.0,-0.3198890926861193,-0.2240604058700339,-0.27658571429242246,-0.07941168736187712,-0.2883243022093708,-0.2623886699249963,-0.2330380614997301,-0.27229793276268716,-0.25405304989465377
-0.22261605550001595,0.0,-0.32417006209645394,-0.22508590151873523,-0.2785056911991625,-0.07493991971308184,-0.29178587015416013,-0.2643714446286558,-0.22946848045181775,-0.26889431454478735,-0.24856743274454282
-0.2215584232288222,0.01999021871172977,-0.3200856599052594,-0.22513473553192437,-0.2768799026827836,-0.06459895036178327,-0.2849933622905828,-0.2661266890285646,-0.21846227689912942,-0.2704715902226308,-0.2384954996274397
-0.22224688351540467,0.0,-0.32639790723281337,-0.22152110238314662,-0.2790321376232494,-0.07130660183497621,-0.28603836158384477,-0.27028725732511455,-0.22560143899495397,-0.2687282805258957,-0.23683181816729432
-0.22591366913254055,-0.11438448532206787,-0.3433689103685238,-0.22611138785330084,-0.2881520486032494,-0.0964603081863685,-0.2970108666204702,-0.2771782078658791,-0.25386062696930084,-0.2755355169616954,-0.24973650713018097
